Country,Date,Confirmed Cases,Confirmed Deaths,New Cases,New Deaths,Income,Region,Population,Case_Change_7_Day_Rolling_Average,Death_Change_7_Day_Rolling_Average,cpm,dpm,new_cases_per_million,new_deaths_per_million,cases_income,deaths_income,cpm_income,dpm_income,Case_7_Day_income,Death_7_Day_income,Case_7_Day_income_per_million,Death_7_Day_income_per_million,cases_region,deaths_region,cpm_region,dpm_region,Case_7_Day_region,Death_7_Day_region,Case_7_Day_region_per_million,Death_7_Day_region_per_million
Kiribati,2022-01-14,2,0,0,0,Lower middle income,Western Pacific Region,119446,0,0,16.7439679855332,0,0,0,68531364,1209198,22119.4834213889,390.286046461538,315120.285714286,1069.85714285714,101.709604606738,0.345311780671446,13254138,160836,6750.64302414062,81.917543142427,180383.857142857,461.142857142857,91.8737247861013,0.234870861590826
Kosovo,2022-01-14,164705,2994,585,0,Upper middle income,,1935259,370.857142857143,0.428571428571429,85107.4714030525,1547.07974488169,191.631788229453,0.221454300727411,91443078,2290607,34444.2200886853,862.811853781684,460263.142857143,1929.85714285714,173.369109374046,0.726926801045486,1678360,16511,,,22383.2857142857,33.4285714285714,,
Kuwait,2022-01-14,456311,2474,4881,0,High income,Eastern Mediterranean Region,4270563,4030.14285714286,0.714285714285714,106850.314583815,579.314717989174,943.702939669279,0.167257973781376,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,17222309,313100,23731.3155861571,431.433143489981,46264.5714285714,144.571428571429,63.749822688104,0.199210814076681
Kyrgyzstan,2022-01-14,188206,2827,586,1,Lower middle income,European Region,6524191,388.857142857143,1.85714285714286,28847.4080541174,433.310428833245,59.6023542010255,0.284654887807984,68531364,1209198,22119.4834213889,390.286046461538,315120.285714286,1069.85714285714,101.709604606738,0.345311780671446,118534541,1711778,127326.03826158,1838.73754674877,1258469.71428571,3183.28571428571,1351.80818722015,3.41938438564236
Laos,2022-01-14,123293,476,1052,5,Lower middle income,Western Pacific Region,7275556,914.714285714286,7.85714285714286,16946.1962769581,65.424553120064,125.724313813856,1.07993710132158,68531364,1209198,22119.4834213889,390.286046461538,315120.285714286,1069.85714285714,101.709604606738,0.345311780671446,13254138,160836,6750.64302414062,81.917543142427,180383.857142857,461.142857142857,91.8737247861013,0.234870861590826
Latvia,2022-01-14,298589,4712,2628,12,High income,European Region,1886202,1937.57142857143,10,158301.708936795,2498.14176848503,1027.23431985091,5.30165910119913,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,118534541,1711778,127326.03826158,1838.73754674877,1258469.71428571,3183.28571428571,1351.80818722015,3.41938438564236
Lebanon,2022-01-14,808612,9353,6811,15,Upper middle income,Eastern Mediterranean Region,6825442,6679.85714285714,14.7142857142857,118470.276357194,1370.31418624611,978.670266754467,2.15579968510255,91443078,2290607,34444.2200886853,862.811853781684,460263.142857143,1929.85714285714,173.369109374046,0.726926801045486,17222309,313100,23731.3155861571,431.433143489981,46264.5714285714,144.571428571429,63.749822688104,0.199210814076681
Lesotho,2022-01-14,31604,687,0,0,Lower middle income,African Region,2142252,136.142857142857,1.28571428571429,14752.6994956709,320.690563014996,63.551280214866,0.600169487863373,68531364,1209198,22119.4834213889,390.286046461538,315120.285714286,1069.85714285714,101.709604606738,0.345311780671446,7645676,159631,6825.51382881947,142.507163265653,25313.5714285714,267.714285714286,22.5981498356095,0.238996206393703
Liberia,2022-01-14,7121,287,0,0,Low income,African Region,5057677,38.5714285714286,0,1407.95863397366,56.74541889488,7.62631314167128,0,1707881,39245,2201.69864067813,50.5923206320658,8506.57142857143,63.2857142857143,10.9661661152722,0.081584180113955,7645676,159631,6825.51382881947,142.507163265653,25313.5714285714,267.714285714286,22.5981498356095,0.238996206393703
Libya,2022-01-14,396452,5828,765,6,Upper middle income,Eastern Mediterranean Region,6871287,512,7.14285714285714,57696.9059799132,848.167162861921,74.5129696954879,1.03952245668928,91443078,2290607,34444.2200886853,862.811853781684,460263.142857143,1929.85714285714,173.369109374046,0.726926801045486,17222309,313100,23731.3155861571,431.433143489981,46264.5714285714,144.571428571429,63.749822688104,0.199210814076681
Liechtenstein,2022-01-14,7020,72,7,0,High income,,38137,60.4285714285714,0.142857142857143,184073.209743818,1887.93035634685,1584.51297764825,3.74589356418027,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,1678360,16511,,,22383.2857142857,33.4285714285714,,
Lithuania,2022-01-14,559980,7618,4009,15,High income,European Region,2722291,3367.85714285714,16.2857142857143,205701.741658037,2798.378277708,1237.14075492192,5.98235614257046,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,118534541,1711778,127326.03826158,1838.73754674877,1258469.71428571,3183.28571428571,1351.80818722015,3.41938438564236
Luxembourg,2022-01-14,123340,934,2103,3,High income,European Region,625976,1591,1.71428571428571,197036.308101269,1492.06998351375,2541.6309890475,2.73858057543055,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,118534541,1711778,127326.03826158,1838.73754674877,1258469.71428571,3183.28571428571,1351.80818722015,3.41938438564236
Madagascar,2022-01-14,54101,1117,0,0,Low income,African Region,27691019,238.142857142857,7.14285714285714,1953.73814159746,40.3379882842159,8.60000338531627,0.257948511857117,1707881,39245,2201.69864067813,50.5923206320658,8506.57142857143,63.2857142857143,10.9661661152722,0.081584180113955,7645676,159631,6825.51382881947,142.507163265653,25313.5714285714,267.714285714286,22.5981498356095,0.238996206393703
Malawi,2022-01-14,82262,2453,372,8,Low income,African Region,19129955,454.285714285714,6.57142857142857,4300.16693714125,128.228215905369,23.7473488194674,0.343515108709277,1707881,39245,2201.69864067813,50.5923206320658,8506.57142857143,63.2857142857143,10.9661661152722,0.081584180113955,7645676,159631,6825.51382881947,142.507163265653,25313.5714285714,267.714285714286,22.5981498356095,0.238996206393703
Malaysia,2022-01-14,2802263,31762,3346,12,Upper middle income,Western Pacific Region,32365998,3169,16.8571428571429,86580.4601483322,981.338502214577,97.911394544361,0.520828767805734,91443078,2290607,34444.2200886853,862.811853781684,460263.142857143,1929.85714285714,173.369109374046,0.726926801045486,13254138,160836,6750.64302414062,81.917543142427,180383.857142857,461.142857142857,91.8737247861013,0.234870861590826
Maldives,2022-01-14,101418,265,967,1,Upper middle income,South-East Asia Region,540542,583.857142857143,0.142857142857143,187622.793418458,490.248676328574,1080.13279792716,0.264285000716212,91443078,2290607,34444.2200886853,862.811853781684,460263.142857143,1929.85714285714,173.369109374046,0.726926801045486,47143665,726434,23322.4383204711,359.374099550663,227542,367.857142857143,112.567282588586,0.18198257443562
Mali,2022-01-14,27980,683,327,5,Low income,African Region,20250834,571.428571428571,1.71428571428571,1381.67149066552,33.7270060087402,28.2175327410502,0.0846525982231504,1707881,39245,2201.69864067813,50.5923206320658,8506.57142857143,63.2857142857143,10.9661661152722,0.081584180113955,7645676,159631,6825.51382881947,142.507163265653,25313.5714285714,267.714285714286,22.5981498356095,0.238996206393703
Malta,2022-01-14,62906,501,516,5,High income,European Region,441539,549.285714285714,2.28571428571429,142469.861099473,1134.66760580606,1244.0253619402,5.1766985152258,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,118534541,1711778,127326.03826158,1838.73754674877,1258469.71428571,3183.28571428571,1351.80818722015,3.41938438564236
Marshall Islands,2022-01-14,7,0,0,0,Upper middle income,Western Pacific Region,59194,0,0,118.255228570463,0,0,0,91443078,2290607,34444.2200886853,862.811853781684,460263.142857143,1929.85714285714,173.369109374046,0.726926801045486,13254138,160836,6750.64302414062,81.917543142427,180383.857142857,461.142857142857,91.8737247861013,0.234870861590826
Martinique,2022-01-14,63055,795,3472,0,,,375265,1602.14285714286,1,168027.926931635,2118.50292459995,4269.36393520008,2.66478355295591,340624,2637,,,8102.28571428572,4,,,1678360,16511,,,22383.2857142857,33.4285714285714,,
Mauritania,2022-01-14,53643,900,871,5,Lower middle income,African Region,4649660,943.857142857143,2.71428571428571,11536.9725958457,193.562540056692,202.994873357868,0.583760041440818,68531364,1209198,22119.4834213889,390.286046461538,315120.285714286,1069.85714285714,101.709604606738,0.345311780671446,7645676,159631,6825.51382881947,142.507163265653,25313.5714285714,267.714285714286,22.5981498356095,0.238996206393703
Mauritius,2022-01-14,69557,786,73,0,Upper middle income,African Region,1271767,87.4285714285714,0,54693.1945867443,618.037738044783,68.7457462165408,0,91443078,2290607,34444.2200886853,862.811853781684,460263.142857143,1929.85714285714,173.369109374046,0.726926801045486,7645676,159631,6825.51382881947,142.507163265653,25313.5714285714,267.714285714286,22.5981498356095,0.238996206393703
Mayotte,2022-01-14,33757,186,2277,0,,,272813,1298,0,123736.772074645,681.785692030805,4757.8377863225,0,340624,2637,,,8102.28571428572,4,,,1678360,16511,,,22383.2857142857,33.4285714285714,,
Mexico,2022-01-14,4257776,300912,0,0,Upper middle income,Region of the Americas,128932753,24951.1428571429,115.857142857143,33023.2303346536,2333.86779540805,193.520593306054,0.898585814398478,91443078,2290607,34444.2200886853,862.811853781684,460263.142857143,1929.85714285714,173.369109374046,0.726926801045486,118394773,2444672,116287.512222502,2401.16026980354,1148814.28571429,2626.14285714286,1128.3670039334,2.57940120040634
Micronesia,2022-01-14,1,0,0,0,Lower middle income,Western Pacific Region,115021,0,0,8.69406456212344,0,0,0,68531364,1209198,22119.4834213889,390.286046461538,315120.285714286,1069.85714285714,101.709604606738,0.345311780671446,13254138,160836,6750.64302414062,81.917543142427,180383.857142857,461.142857142857,91.8737247861013,0.234870861590826
Moldova,2022-01-14,386905,10427,1858,11,Upper middle income,European Region,4033963,1047.57142857143,11,95911.8861526494,2584.80308322114,259.687912004009,2.72684702363408,91443078,2290607,34444.2200886853,862.811853781684,460263.142857143,1929.85714285714,173.369109374046,0.726926801045486,118534541,1711778,127326.03826158,1838.73754674877,1258469.71428571,3183.28571428571,1351.80818722015,3.41938438564236
Monaco,2022-01-14,6485,44,123,0,High income,European Region,39244,127.428571428571,0.285714285714286,165248.190806238,1121.19050045867,3247.08417665303,7.28045779518616,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,118534541,1711778,127326.03826158,1838.73754674877,1258469.71428571,3183.28571428571,1351.80818722015,3.41938438564236
Mongolia,2022-01-14,402462,2082,2010,3,Lower middle income,Western Pacific Region,3278292,1284.57142857143,1.71428571428571,122765.757290687,635.086807398487,391.841675046466,0.522920384848486,68531364,1209198,22119.4834213889,390.286046461538,315120.285714286,1069.85714285714,101.709604606738,0.345311780671446,13254138,160836,6750.64302414062,81.917543142427,180383.857142857,461.142857142857,91.8737247861013,0.234870861590826
Montenegro,2022-01-14,200535,2465,1678,5,Upper middle income,European Region,628062,2132.71428571429,4.57142857142857,319291.725976098,3924.77175820222,3395.70661131271,7.27862626847122,91443078,2290607,34444.2200886853,862.811853781684,460263.142857143,1929.85714285714,173.369109374046,0.726926801045486,118534541,1711778,127326.03826158,1838.73754674877,1258469.71428571,3183.28571428571,1351.80818722015,3.41938438564236
Montserrat,2022-01-14,129,1,11,0,,,4999,4.14285714285714,0,25805.1610322064,200.0400080016,828.73717600663,0,340624,2637,,,8102.28571428572,4,,,1678360,16511,,,22383.2857142857,33.4285714285714,,
Morocco,2022-01-14,1034399,14954,8501,9,Lower middle income,Eastern Mediterranean Region,36910558,6334.57142857143,8.28571428571429,28024.4747315931,405.141531591042,171.61949782963,0.224480873080117,68531364,1209198,22119.4834213889,390.286046461538,315120.285714286,1069.85714285714,101.709604606738,0.345311780671446,17222309,313100,23731.3155861571,431.433143489981,46264.5714285714,144.571428571429,63.749822688104,0.199210814076681
Mozambique,2022-01-14,217821,2117,1262,8,Low income,African Region,31255435,1649.85714285714,6,6969.05994109504,67.7322200122955,52.7862479871786,0.191966613166638,1707881,39245,2201.69864067813,50.5923206320658,8506.57142857143,63.2857142857143,10.9661661152722,0.081584180113955,7645676,159631,6825.51382881947,142.507163265653,25313.5714285714,267.714285714286,22.5981498356095,0.238996206393703
Burma,2022-01-14,532851,19299,126,1,Lower middle income,South-East Asia Region,54409794,150,1.57142857142857,9793.29199445232,354.697170880669,2.75685660563243,0.0288813549161493,68531364,1209198,22119.4834213889,390.286046461538,315120.285714286,1069.85714285714,101.709604606738,0.345311780671446,47143665,726434,23322.4383204711,359.374099550663,227542,367.857142857143,112.567282588586,0.18198257443562
Namibia,2022-01-14,153969,3804,358,21,Upper middle income,African Region,2540916,350.285714285714,15.1428571428571,60595.8638538228,1497.09789697888,137.858045793609,5.95960556856549,91443078,2290607,34444.2200886853,862.811853781684,460263.142857143,1929.85714285714,173.369109374046,0.726926801045486,7645676,159631,6825.51382881947,142.507163265653,25313.5714285714,267.714285714286,22.5981498356095,0.238996206393703
Nepal,2022-01-14,845501,11613,4204,3,Lower middle income,South-East Asia Region,29136808,2064.14285714286,1.57142857142857,29018.3125069843,398.568024335404,70.8431361850913,0.0539327633771198,68531364,1209198,22119.4834213889,390.286046461538,315120.285714286,1069.85714285714,101.709604606738,0.345311780671446,47143665,726434,23322.4383204711,359.374099550663,227542,367.857142857143,112.567282588586,0.18198257443562
Netherlands,2022-01-14,3500915,21142,35452,15,High income,European Region,17134873,31163.2857142857,11,204315.199768332,1233.85799241115,1818.70538020829,0.641965656821618,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,118534541,1711778,127326.03826158,1838.73754674877,1258469.71428571,3183.28571428571,1351.80818722015,3.41938438564236
New Caledonia,2022-01-14,13536,281,79,0,High income,,285491,60,0,47413.0533011549,984.26920638479,210.164243356183,0,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,1678360,16511,,,22383.2857142857,33.4285714285714,,
New Zealand,2022-01-14,15001,52,54,0,High income,Western Pacific Region,4822233,68,0.142857142857143,3110.79949890435,10.7833860371326,14.1013509716349,0.0296246869151994,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,13254138,160836,6750.64302414062,81.917543142427,180383.857142857,461.142857142857,91.8737247861013,0.234870861590826
Nicaragua,2022-01-14,17563,218,0,0,Lower middle income,Region of the Americas,6624554,5.28571428571429,0,2651.19734853094,32.9078757603908,0.797897380822058,0,68531364,1209198,22119.4834213889,390.286046461538,315120.285714286,1069.85714285714,101.709604606738,0.345311780671446,118394773,2444672,116287.512222502,2401.16026980354,1148814.28571429,2626.14285714286,1128.3670039334,2.57940120040634
Niger,2022-01-14,8347,287,41,1,Low income,African Region,24206636,65.1428571428571,1,344.822799830592,11.8562529712927,2.69111565699824,0.0413109859626922,1707881,39245,2201.69864067813,50.5923206320658,8506.57142857143,63.2857142857143,10.9661661152722,0.081584180113955,7645676,159631,6825.51382881947,142.507163265653,25313.5714285714,267.714285714286,22.5981498356095,0.238996206393703
Nigeria,2022-01-14,250009,3092,0,0,Lower middle income,African Region,206139587,428.571428571429,3.14285714285714,1212.81411124589,14.9995449442712,2.07903505973081,0.0152462571046926,68531364,1209198,22119.4834213889,390.286046461538,315120.285714286,1069.85714285714,101.709604606738,0.345311780671446,7645676,159631,6825.51382881947,142.507163265653,25313.5714285714,267.714285714286,22.5981498356095,0.238996206393703
North Macedonia,2022-01-14,241651,8083,1731,13,Upper middle income,European Region,2083380,1459.28571428571,10.1428571428571,115989.881826647,3879.75309353071,700.441452968596,4.86846237501423,91443078,2290607,34444.2200886853,862.811853781684,460263.142857143,1929.85714285714,173.369109374046,0.726926801045486,118534541,1711778,127326.03826158,1838.73754674877,1258469.71428571,3183.28571428571,1351.80818722015,3.41938438564236
Northern Mariana Islands,2022-01-14,3868,21,66,1,High income,,57557,43.8571428571429,0.285714285714286,67202.9466441962,364.855708254426,761.977567578971,4.96402324155682,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,1678360,16511,,,22383.2857142857,33.4285714285714,,
Norway,2022-01-14,496312,1381,12360,0,High income,European Region,5421242,8773.71428571429,4.42857142857143,91549.5010184013,254.738674274272,1618.39561593345,0.816892407417236,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,118534541,1711778,127326.03826158,1838.73754674877,1258469.71428571,3183.28571428571,1351.80818722015,3.41938438564236
Oman,2022-01-14,310338,4119,0,0,High income,Eastern Mediterranean Region,5106622,511.857142857143,0.285714285714286,60771.6803789276,806.599744410297,100.233998689768,0.0559497620372696,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,17222309,313100,23731.3155861571,431.433143489981,46264.5714285714,144.571428571429,63.749822688104,0.199210814076681
Pakistan,2022-01-14,1320120,29003,4286,4,Lower middle income,Eastern Mediterranean Region,220892331,2519.14285714286,5.85714285714286,5976.30526158919,131.29926181095,11.4043925641894,0.0265158271028561,68531364,1209198,22119.4834213889,390.286046461538,315120.285714286,1069.85714285714,101.709604606738,0.345311780671446,17222309,313100,23731.3155861571,431.433143489981,46264.5714285714,144.571428571429,63.749822688104,0.199210814076681
Palau,2022-01-14,40,0,1,0,High income,Western Pacific Region,18092,3.14285714285714,0,2210.92195445501,0,173.715296421465,0,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,13254138,160836,6750.64302414062,81.917543142427,180383.857142857,461.142857142857,91.8737247861013,0.234870861590826
West Bank and Gaza,2022-01-14,474234,5005,0,0,Lower middle income,,5101416,402.857142857143,7.28571428571429,92961.2484063248,981.100149448702,78.9696709417822,1.42817490001096,68531364,1209198,22119.4834213889,390.286046461538,315120.285714286,1069.85714285714,101.709604606738,0.345311780671446,1678360,16511,,,22383.2857142857,33.4285714285714,,
Panama,2022-01-14,558676,7500,18604,14,Upper middle income,Region of the Americas,4314768,5890.14285714286,6.71428571428571,129479.962769725,1738.21628416638,1365.11229738027,1.55611743534895,91443078,2290607,34444.2200886853,862.811853781684,460263.142857143,1929.85714285714,173.369109374046,0.726926801045486,118394773,2444672,116287.512222502,2401.16026980354,1148814.28571429,2626.14285714286,1128.3670039334,2.57940120040634
Papua New Guinea,2022-01-14,36435,596,3,1,Lower middle income,Western Pacific Region,8947027,15.5714285714286,0.714285714285714,4072.3024530942,66.6143066294536,1.74040254616741,0.0798349791819913,68531364,1209198,22119.4834213889,390.286046461538,315120.285714286,1069.85714285714,101.709604606738,0.345311780671446,13254138,160836,6750.64302414062,81.917543142427,180383.857142857,461.142857142857,91.8737247861013,0.234870861590826
Paraguay,2022-01-14,475686,16670,0,0,Upper middle income,Region of the Americas,7132530,430.428571428571,1.71428571428571,66692.4639643997,2337.17909353343,60.3472500541283,0.240347494407414,91443078,2290607,34444.2200886853,862.811853781684,460263.142857143,1929.85714285714,173.369109374046,0.726926801045486,118394773,2444672,116287.512222502,2401.16026980354,1148814.28571429,2626.14285714286,1128.3670039334,2.57940120040634
Peru,2022-01-14,2512789,203302,39080,47,Upper middle income,Region of the Americas,32971846,24319.8571428571,45.8571428571429,76210.1400085394,6165.9271367457,737.59464795684,1.39079695013567,91443078,2290607,34444.2200886853,862.811853781684,460263.142857143,1929.85714285714,173.369109374046,0.726926801045486,118394773,2444672,116287.512222502,2401.16026980354,1148814.28571429,2626.14285714286,1128.3670039334,2.57940120040634
Philippines,2022-01-14,3129512,52815,37103,79,Lower middle income,Western Pacific Region,109581085,31264,134.857142857143,28558.8703561386,481.971865856229,285.304712943844,1.23066077377444,68531364,1209198,22119.4834213889,390.286046461538,315120.285714286,1069.85714285714,101.709604606738,0.345311780671446,13254138,160836,6750.64302414062,81.917543142427,180383.857142857,461.142857142857,91.8737247861013,0.234870861590826
Poland,2022-01-14,4281482,101841,16049,422,High income,European Region,37846605,12898.4285714286,344.714285714286,113127.240871407,2690.88865434561,340.808074368324,9.10819572097116,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,118534541,1711778,127326.03826158,1838.73754674877,1258469.71428571,3183.28571428571,1351.80818722015,3.41938438564236
Portugal,2022-01-14,1814567,19237,40090,34,High income,European Region,10196707,33826.1428571429,23.7142857142857,177956.177420809,1886.58946461833,3317.35950215524,2.32568080207519,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,118534541,1711778,127326.03826158,1838.73754674877,1258469.71428571,3183.28571428571,1351.80818722015,3.41938438564236
Puerto Rico,2022-01-14,398766,3473,13209,27,High income,,2860840,8317.85714285714,16.5714285714286,139387.732274437,1213.97911103033,2907.48771090209,5.79250449917806,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,1678360,16511,,,22383.2857142857,33.4285714285714,,
Qatar,2022-01-14,291214,623,4123,0,High income,Eastern Mediterranean Region,2881060,3962.71428571429,0.714285714285714,101078.769619515,216.239856164051,1375.43622337414,0.247924622981026,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,17222309,313100,23731.3155861571,431.433143489981,46264.5714285714,144.571428571429,63.749822688104,0.199210814076681
Reunion,2022-01-14,102216,435,0,0,,,895308,2322.28571428571,2.28571428571429,114168.531946548,485.866316396145,2593.84001291814,2.55299213869896,340624,2637,,,8102.28571428572,4,,,1678360,16511,,,22383.2857142857,33.4285714285714,,
Romania,2022-01-14,1885771,59180,9884,30,Upper middle income,European Region,19237682,7426,29.8571428571429,98024.855593309,3076.2541973612,386.013242135929,1.55201353557788,91443078,2290607,34444.2200886853,862.811853781684,460263.142857143,1929.85714285714,173.369109374046,0.726926801045486,118534541,1711778,127326.03826158,1838.73754674877,1258469.71428571,3183.28571428571,1351.80818722015,3.41938438564236
Russia,2022-01-14,10565484,313458,23614,725,Upper middle income,European Region,145934460,18287.5714285714,742.857142857143,72398.8288989455,2147.93682040554,125.313592338447,5.09034770031111,91443078,2290607,34444.2200886853,862.811853781684,460263.142857143,1929.85714285714,173.369109374046,0.726926801045486,118534541,1711778,127326.03826158,1838.73754674877,1258469.71428571,3183.28571428571,1351.80818722015,3.41938438564236
Rwanda,2022-01-14,124419,1399,533,4,Low income,African Region,12952209,714,4.57142857142857,9606.00620326618,108.012463356637,55.1257318346237,0.352945862086426,1707881,39245,2201.69864067813,50.5923206320658,8506.57142857143,63.2857142857143,10.9661661152722,0.081584180113955,7645676,159631,6825.51382881947,142.507163265653,25313.5714285714,267.714285714286,22.5981498356095,0.238996206393703
St. Martin (French part),2022-01-14,7713,60,0,0,High income,,38659,366.428571428571,0.142857142857143,199513.696681239,1552.0318683877,9478.48033908201,3.69531397235166,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,1678360,16511,,,22383.2857142857,33.4285714285714,,
Samoa,2022-01-14,3,0,0,0,Lower middle income,Western Pacific Region,198410,0,0,15.1202056347966,0,0,0,68531364,1209198,22119.4834213889,390.286046461538,315120.285714286,1069.85714285714,101.709604606738,0.345311780671446,13254138,160836,6750.64302414062,81.917543142427,180383.857142857,461.142857142857,91.8737247861013,0.234870861590826
San Marino,2022-01-14,10350,103,161,0,High income,European Region,33938,179.285714285714,0,304967.882609464,3034.9460781425,5282.74247998451,0,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,118534541,1711778,127326.03826158,1838.73754674877,1258469.71428571,3183.28571428571,1351.80818722015,3.41938438564236
São Tomé and Príncipe,2022-01-14,5458,65,54,0,Lower middle income,African Region,219161,148.857142857143,0.428571428571429,24904.0659606408,296.58561514138,679.2136504996,1.95550955038273,68531364,1209198,22119.4834213889,390.286046461538,315120.285714286,1069.85714285714,101.709604606738,0.345311780671446,7645676,159631,6825.51382881947,142.507163265653,25313.5714285714,267.714285714286,22.5981498356095,0.238996206393703
Saudi Arabia,2022-01-14,604672,8903,5628,2,High income,Eastern Mediterranean Region,34813867,4635.28571428572,1.85714285714286,17368.7111517948,255.731430237267,133.144810206971,0.0533449173325921,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,17222309,313100,23731.3155861571,431.433143489981,46264.5714285714,144.571428571429,63.749822688104,0.199210814076681
Senegal,2022-01-14,81868,1904,502,1,Lower middle income,African Region,16743930,561.857142857143,1.28571428571429,4889.41365617272,113.712849970109,33.55587026804,0.0767868884852174,68531364,1209198,22119.4834213889,390.286046461538,315120.285714286,1069.85714285714,101.709604606738,0.345311780671446,7645676,159631,6825.51382881947,142.507163265653,25313.5714285714,267.714285714286,22.5981498356095,0.238996206393703
Serbia,2022-01-14,1412588,13026,12721,23,Upper middle income,European Region,6802111,11084.8571428571,22.7142857142857,207669.060384342,1914.9937423838,1629.62014922384,3.33929947839512,91443078,2290607,34444.2200886853,862.811853781684,460263.142857143,1929.85714285714,173.369109374046,0.726926801045486,118534541,1711778,127326.03826158,1838.73754674877,1258469.71428571,3183.28571428571,1351.80818722015,3.41938438564236
Seychelles,2022-01-14,31098,136,0,0,High income,African Region,98340,590,0.285714285714286,316229.408175717,1382.95708765507,5999.5932479154,2.90537203288881,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,7645676,159631,6825.51382881947,142.507163265653,25313.5714285714,267.714285714286,22.5981498356095,0.238996206393703
Sierra Leone,2022-01-14,7500,125,0,0,Low income,African Region,7976985,16.8571428571429,0.285714285714286,940.204851833117,15.6700808638853,2.11322233364396,0.0358173276888807,1707881,39245,2201.69864067813,50.5923206320658,8506.57142857143,63.2857142857143,10.9661661152722,0.081584180113955,7645676,159631,6825.51382881947,142.507163265653,25313.5714285714,267.714285714286,22.5981498356095,0.238996206393703
Singapore,2022-01-14,290030,840,945,1,High income,Western Pacific Region,5850343,973.714285714286,0.714285714285714,49574.8710802085,143.58132506077,166.437127825546,0.122092963487049,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,13254138,160836,6750.64302414062,81.917543142427,180383.857142857,461.142857142857,91.8737247861013,0.234870861590826
Sint Maarten,2022-01-14,8250,75,0,0,High income,,42882,262.571428571429,0,192388.414719463,1748.98558835875,6123.11525981597,0,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,1678360,16511,,,22383.2857142857,33.4285714285714,,
Slovakia,2022-01-14,1411568,17188,2203,60,High income,European Region,5459643,2929.57142857143,41.7142857142857,258545.842649419,3148.19119125555,536.586628204706,7.64047863830762,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,118534541,1711778,127326.03826158,1838.73754674877,1258469.71428571,3183.28571428571,1351.80818722015,3.41938438564236
Slovenia,2022-01-14,519714,5691,6921,6,High income,European Region,2078932,5255.28571428572,6.71428571428571,249990.860691932,2737.46327441205,2527.87763827086,3.2296802946348,161850515,1991275,128138.247506022,1576.5071170923,2117179,4017.14285714286,1676.18624331565,3.18040165454908,118534541,1711778,127326.03826158,1838.73754674877,1258469.71428571,3183.28571428571,1351.80818722015,3.41938438564236
Solomon Islands,2022-01-14,25,0,0,0,Lower middle income,Western Pacific Region,686878,0,0,36.396565328923,0,0,0,68531364,1209198,22119.4834213889,390.286046461538,315120.285714286,1069.85714285714,101.709604606738,0.345311780671446,13254138,160836,6750.64302414062,81.917543142427,180383.857142857,461.142857142857,91.8737247861013,0.234870861590826
